"species","area","year","month","landings"
"Spot Prawn","Morro Bay","2003-2004","Sep",920
"Spot Prawn","Morro Bay","2004-2005","Sep",3824
"Spot Prawn","Morro Bay","2005-2006","Sep",4176
"Spot Prawn","Morro Bay","2006-2007","Sep",879
"Spot Prawn","Morro Bay","2007-2008","Sep",411
"Spot Prawn","Morro Bay","2008-2009","Sep",1038
"Spot Prawn","Morro Bay","2009-2010","Sep",1914
"Spot Prawn","Morro Bay","2010-2011","Sep",3267
"Spot Prawn","Morro Bay","2011-2012","Sep",4148
"Spot Prawn","Morro Bay","2012-2013","Sep",2445
"Spot Prawn","Morro Bay","2013-2014","Sep",2667
"Spot Prawn","Morro Bay","2014-2015","Sep",1930
"Spot Prawn","Morro Bay","2015-2016","Sep",1826
"Spot Prawn","Morro Bay","2016-2017","Sep",2497
"Spot Prawn","Morro Bay","2017-2018","Sep",1498
"Spot Prawn","Morro Bay","2018-2019","Sep",632
"Spot Prawn","Santa Barbara","1999-2000","Sep",15158
"Spot Prawn","Santa Barbara","2000-2001","Sep",11319
"Spot Prawn","Santa Barbara","2001-2002","Sep",5064
"Spot Prawn","Santa Barbara","2002-2003","Sep",2135
"Spot Prawn","Santa Barbara","2003-2004","Sep",2481
"Spot Prawn","Santa Barbara","2004-2005","Sep",7159
"Spot Prawn","Santa Barbara","2005-2006","Sep",6642
"Spot Prawn","Santa Barbara","2006-2007","Sep",7506
"Spot Prawn","Santa Barbara","2007-2008","Sep",11646
"Spot Prawn","Santa Barbara","2008-2009","Sep",12703
"Spot Prawn","Santa Barbara","2009-2010","Sep",13818
"Spot Prawn","Santa Barbara","2010-2011","Sep",18408
"Spot Prawn","Santa Barbara","2011-2012","Sep",7859
"Spot Prawn","Santa Barbara","2012-2013","Sep",10898
"Spot Prawn","Santa Barbara","2013-2014","Sep",8319
"Spot Prawn","Santa Barbara","2014-2015","Sep",13991
"Spot Prawn","Santa Barbara","2014-2015","Sep",0
"Spot Prawn","Santa Barbara","2015-2016","Sep",24667
"Spot Prawn","Santa Barbara","2016-2017","Sep",13554
"Spot Prawn","Santa Barbara","2017-2018","Sep",27218
"Spot Prawn","Santa Barbara","2018-2019","Sep",20400
"Spot Prawn","Los Angeles","1999-2000","Sep",7155
"Spot Prawn","Los Angeles","2000-2001","Sep",8560
"Spot Prawn","Los Angeles","2001-2002","Sep",2853
"Spot Prawn","Los Angeles","2002-2003","Sep",3442
"Spot Prawn","Los Angeles","2003-2004","Sep",8838
"Spot Prawn","Los Angeles","2004-2005","Sep",9070
"Spot Prawn","Los Angeles","2005-2006","Sep",10679
"Spot Prawn","Los Angeles","2006-2007","Sep",9479
"Spot Prawn","Los Angeles","2007-2008","Sep",10232
"Spot Prawn","Los Angeles","2008-2009","Sep",15718
"Spot Prawn","Los Angeles","2009-2010","Sep",8234
"Spot Prawn","Los Angeles","2010-2011","Sep",9110
"Spot Prawn","Los Angeles","2011-2012","Sep",13648
"Spot Prawn","Los Angeles","2012-2013","Sep",10541
"Spot Prawn","Los Angeles","2013-2014","Sep",12308
"Spot Prawn","Los Angeles","2014-2015","Sep",14637
"Spot Prawn","Los Angeles","2015-2016","Sep",11908
"Spot Prawn","Los Angeles","2016-2017","Sep",10646
"Spot Prawn","Los Angeles","2016-2017","Sep",0
"Spot Prawn","Los Angeles","2017-2018","Sep",11144
"Spot Prawn","Los Angeles","2018-2019","Sep",8765
"Spot Prawn","San Diego","1999-2000","Sep",5324
"Spot Prawn","San Diego","2000-2001","Sep",1258
"Spot Prawn","San Diego","2000-2001","Sep",1270
"Spot Prawn","San Diego","2001-2002","Sep",3850
"Spot Prawn","San Diego","2002-2003","Sep",1715
"Spot Prawn","San Diego","2003-2004","Sep",5388
"Spot Prawn","San Diego","2004-2005","Sep",5887
"Spot Prawn","San Diego","2005-2006","Sep",6128
"Spot Prawn","San Diego","2006-2007","Sep",3571
"Spot Prawn","San Diego","2007-2008","Sep",2773
"Spot Prawn","San Diego","2008-2009","Sep",4746
"Spot Prawn","San Diego","2009-2010","Sep",2611
"Spot Prawn","San Diego","2010-2011","Sep",3586
"Spot Prawn","San Diego","2011-2012","Sep",3864
"Spot Prawn","San Diego","2012-2013","Sep",3428
"Spot Prawn","San Diego","2013-2014","Sep",7255
"Spot Prawn","San Diego","2014-2015","Sep",4825
"Spot Prawn","San Diego","2015-2016","Sep",13039
"Spot Prawn","San Diego","2016-2017","Sep",10134
"Spot Prawn","San Diego","2017-2018","Sep",9926
"Spot Prawn","San Diego","2018-2019","Sep",4817
"Ridgeback Prawn","Fort Bragg","2003-2004","Sep",0
"Ridgeback Prawn","San Francisco","1999-2000","Sep",0
"Ridgeback Prawn","San Francisco","2008-2009","Sep",0
"Ridgeback Prawn","Monterey","2017-2018","Sep",0
"Ridgeback Prawn","Morro Bay","1999-2000","Sep",0
"Ridgeback Prawn","Morro Bay","2000-2001","Sep",0
"Ridgeback Prawn","Morro Bay","2001-2002","Sep",0
"Ridgeback Prawn","Morro Bay","2002-2003","Sep",0
"Ridgeback Prawn","Morro Bay","2003-2004","Sep",0
"Ridgeback Prawn","Morro Bay","2004-2005","Sep",0
"Ridgeback Prawn","Morro Bay","2005-2006","Sep",0
"Ridgeback Prawn","Morro Bay","2006-2007","Sep",0
"Ridgeback Prawn","Morro Bay","2007-2008","Sep",0
"Ridgeback Prawn","Morro Bay","2008-2009","Sep",0
"Ridgeback Prawn","Morro Bay","2009-2010","Sep",0
"Ridgeback Prawn","Morro Bay","2010-2011","Sep",0
"Ridgeback Prawn","Morro Bay","2011-2012","Sep",0
"Ridgeback Prawn","Morro Bay","2012-2013","Sep",0
"Ridgeback Prawn","Morro Bay","2013-2014","Sep",0
"Ridgeback Prawn","Morro Bay","2014-2015","Sep",0
"Ridgeback Prawn","Morro Bay","2015-2016","Sep",0
"Ridgeback Prawn","Morro Bay","2016-2017","Sep",0
"Ridgeback Prawn","Morro Bay","2018-2019","Sep",0
"Ridgeback Prawn","Santa Barbara","1999-2000","Sep",785
"Ridgeback Prawn","Santa Barbara","1999-2000","Sep",0
"Ridgeback Prawn","Santa Barbara","2000-2001","Sep",0
"Ridgeback Prawn","Santa Barbara","2000-2001","Sep",0
"Ridgeback Prawn","Santa Barbara","2001-2002","Sep",182
"Ridgeback Prawn","Santa Barbara","2002-2003","Sep",35
"Ridgeback Prawn","Santa Barbara","2003-2004","Sep",41
"Ridgeback Prawn","Santa Barbara","2004-2005","Sep",0
"Ridgeback Prawn","Santa Barbara","2005-2006","Sep",215
"Ridgeback Prawn","Santa Barbara","2006-2007","Sep",37
"Ridgeback Prawn","Santa Barbara","2007-2008","Sep",204
"Ridgeback Prawn","Santa Barbara","2008-2009","Sep",235
"Ridgeback Prawn","Santa Barbara","2009-2010","Sep",245
"Ridgeback Prawn","Santa Barbara","2010-2011","Sep",222
"Ridgeback Prawn","Santa Barbara","2011-2012","Sep",1584
"Ridgeback Prawn","Santa Barbara","2012-2013","Sep",22
"Ridgeback Prawn","Santa Barbara","2013-2014","Sep",0
"Ridgeback Prawn","Santa Barbara","2014-2015","Sep",0
"Ridgeback Prawn","Santa Barbara","2015-2016","Sep",0
"Ridgeback Prawn","Santa Barbara","2016-2017","Sep",0
"Ridgeback Prawn","Santa Barbara","2017-2018","Sep",0
"Ridgeback Prawn","Santa Barbara","2018-2019","Sep",0
"Ridgeback Prawn","Los Angeles","1999-2000","Sep",0
"Ridgeback Prawn","Los Angeles","2000-2001","Sep",0
"Ridgeback Prawn","Los Angeles","2001-2002","Sep",0
"Ridgeback Prawn","Los Angeles","2002-2003","Sep",0
"Ridgeback Prawn","Los Angeles","2003-2004","Sep",0
"Ridgeback Prawn","Los Angeles","2004-2005","Sep",0
"Ridgeback Prawn","Los Angeles","2005-2006","Sep",0
"Ridgeback Prawn","Los Angeles","2006-2007","Sep",0
"Ridgeback Prawn","Los Angeles","2007-2008","Sep",0
"Ridgeback Prawn","Los Angeles","2008-2009","Sep",229
"Ridgeback Prawn","Los Angeles","2009-2010","Sep",0
"Ridgeback Prawn","Los Angeles","2010-2011","Sep",0
"Ridgeback Prawn","Los Angeles","2011-2012","Sep",0
"Ridgeback Prawn","Los Angeles","2012-2013","Sep",0
"Ridgeback Prawn","Los Angeles","2013-2014","Sep",0
"Ridgeback Prawn","Los Angeles","2014-2015","Sep",0
"Ridgeback Prawn","Los Angeles","2015-2016","Sep",0
"Ridgeback Prawn","Los Angeles","2016-2017","Sep",0
"Ridgeback Prawn","Los Angeles","2017-2018","Sep",0
"Ridgeback Prawn","Los Angeles","2018-2019","Sep",0
"Ridgeback Prawn","San Diego","2011-2012","Sep",0
"Ridgeback Prawn","San Diego","2012-2013","Sep",0
"Ridgeback Prawn","San Diego","2013-2014","Sep",0
"Ridgeback Prawn","San Diego","2014-2015","Sep",0
"Ridgeback Prawn","San Diego","2015-2016","Sep",0
"Swordfish","Eureka","1999-2000","Sep",0
"Swordfish","Eureka","2000-2001","Sep",0
"Swordfish","Eureka","2001-2002","Sep",0
"Swordfish","Eureka","2003-2004","Sep",758
"Swordfish","Eureka","2014-2015","Sep",0
"Swordfish","Eureka","2014-2015","Sep",0
"Swordfish","Eureka","2015-2016","Sep",0
"Swordfish","Eureka","2016-2017","Sep",0
"Swordfish","Fort Bragg","1999-2000","Sep",0
"Swordfish","Fort Bragg","2011-2012","Sep",0
"Swordfish","Fort Bragg","2012-2013","Sep",0
"Swordfish","Fort Bragg","2014-2015","Sep",0
"Swordfish","Fort Bragg","2014-2015","Sep",0
"Swordfish","Bodega Bay","1999-2000","Sep",4786
"Swordfish","Bodega Bay","2006-2007","Sep",0
"Swordfish","Bodega Bay","2011-2012","Sep",0
"Swordfish","San Francisco","1999-2000","Sep",0
"Swordfish","San Francisco","2000-2001","Sep",0
"Swordfish","San Francisco","2002-2003","Sep",13712
"Swordfish","San Francisco","2003-2004","Sep",0
"Swordfish","San Francisco","2005-2006","Sep",0
"Swordfish","San Francisco","2007-2008","Sep",0
"Swordfish","San Francisco","2008-2009","Sep",0
"Swordfish","San Francisco","2009-2010","Sep",0
"Swordfish","San Francisco","2010-2011","Sep",1993
"Swordfish","San Francisco","2010-2011","Sep",0
"Swordfish","San Francisco","2011-2012","Sep",0
"Swordfish","San Francisco","2011-2012","Sep",0
"Swordfish","San Francisco","2012-2013","Sep",0
"Swordfish","San Francisco","2012-2013","Sep",0
"Swordfish","San Francisco","2013-2014","Sep",1059
"Swordfish","San Francisco","2013-2014","Sep",0
"Swordfish","San Francisco","2014-2015","Sep",0
"Swordfish","San Francisco","2014-2015","Sep",0
"Swordfish","San Francisco","2015-2016","Sep",0
"Swordfish","San Francisco","2015-2016","Sep",435
"Swordfish","San Francisco","2016-2017","Sep",0
"Swordfish","San Francisco","2016-2017","Sep",0
"Swordfish","San Francisco","2016-2017","Sep",194
"Swordfish","San Francisco","2017-2018","Sep",0
"Swordfish","San Francisco","2017-2018","Sep",0
"Swordfish","San Francisco","2018-2019","Sep",0
"Swordfish","San Francisco","2018-2019","Sep",0
"Swordfish","Monterey","1999-2000","Sep",14211
"Swordfish","Monterey","2000-2001","Sep",0
"Swordfish","Monterey","2001-2002","Sep",0
"Swordfish","Monterey","2002-2003","Sep",4406
"Swordfish","Monterey","2003-2004","Sep",322
"Swordfish","Monterey","2004-2005","Sep",0
"Swordfish","Monterey","2005-2006","Sep",0
"Swordfish","Monterey","2006-2007","Sep",0
"Swordfish","Monterey","2007-2008","Sep",0
"Swordfish","Monterey","2007-2008","Sep",0
"Swordfish","Monterey","2008-2009","Sep",0
"Swordfish","Monterey","2009-2010","Sep",0
"Swordfish","Monterey","2011-2012","Sep",0
"Swordfish","Monterey","2012-2013","Sep",0
"Swordfish","Monterey","2013-2014","Sep",0
"Swordfish","Monterey","2018-2019","Sep",0
"Swordfish","Monterey","2018-2019","Sep",0
"Swordfish","Morro Bay","1999-2000","Sep",9154
"Swordfish","Morro Bay","1999-2000","Sep",0
"Swordfish","Morro Bay","2000-2001","Sep",448
"Swordfish","Morro Bay","2001-2002","Sep",3386
"Swordfish","Morro Bay","2002-2003","Sep",195
"Swordfish","Morro Bay","2003-2004","Sep",0
"Swordfish","Morro Bay","2004-2005","Sep",3951
"Swordfish","Morro Bay","2005-2006","Sep",0
"Swordfish","Morro Bay","2006-2007","Sep",770
"Swordfish","Morro Bay","2007-2008","Sep",1496
"Swordfish","Morro Bay","2008-2009","Sep",29555
"Swordfish","Morro Bay","2009-2010","Sep",2016
"Swordfish","Morro Bay","2010-2011","Sep",3672
"Swordfish","Morro Bay","2011-2012","Sep",19516
"Swordfish","Morro Bay","2012-2013","Sep",0
"Swordfish","Morro Bay","2013-2014","Sep",87
"Swordfish","Morro Bay","2014-2015","Sep",0
"Swordfish","Morro Bay","2015-2016","Sep",0
"Swordfish","Morro Bay","2016-2017","Sep",345
"Swordfish","Morro Bay","2017-2018","Sep",0
"Swordfish","Morro Bay","2018-2019","Sep",88
"Swordfish","Santa Barbara","1999-2000","Sep",350
"Swordfish","Santa Barbara","1999-2000","Sep",0
"Swordfish","Santa Barbara","2000-2001","Sep",0
"Swordfish","Santa Barbara","2000-2001","Sep",0
"Swordfish","Santa Barbara","2001-2002","Sep",986
"Swordfish","Santa Barbara","2001-2002","Sep",0
"Swordfish","Santa Barbara","2002-2003","Sep",456
"Swordfish","Santa Barbara","2002-2003","Sep",0
"Swordfish","Santa Barbara","2003-2004","Sep",0
"Swordfish","Santa Barbara","2003-2004","Sep",0
"Swordfish","Santa Barbara","2004-2005","Sep",0
"Swordfish","Santa Barbara","2004-2005","Sep",0
"Swordfish","Santa Barbara","2005-2006","Sep",369
"Swordfish","Santa Barbara","2005-2006","Sep",0
"Swordfish","Santa Barbara","2005-2006","Sep",0
"Swordfish","Santa Barbara","2006-2007","Sep",3107
"Swordfish","Santa Barbara","2006-2007","Sep",0
"Swordfish","Santa Barbara","2007-2008","Sep",851
"Swordfish","Santa Barbara","2007-2008","Sep",0
"Swordfish","Santa Barbara","2008-2009","Sep",1490
"Swordfish","Santa Barbara","2008-2009","Sep",0
"Swordfish","Santa Barbara","2009-2010","Sep",0
"Swordfish","Santa Barbara","2009-2010","Sep",0
"Swordfish","Santa Barbara","2009-2010","Sep",0
"Swordfish","Santa Barbara","2010-2011","Sep",0
"Swordfish","Santa Barbara","2010-2011","Sep",0
"Swordfish","Santa Barbara","2011-2012","Sep",0
"Swordfish","Santa Barbara","2011-2012","Sep",0
"Swordfish","Santa Barbara","2012-2013","Sep",576
"Swordfish","Santa Barbara","2012-2013","Sep",0
"Swordfish","Santa Barbara","2013-2014","Sep",0
"Swordfish","Santa Barbara","2013-2014","Sep",0
"Swordfish","Santa Barbara","2014-2015","Sep",0
"Swordfish","Santa Barbara","2014-2015","Sep",0
"Swordfish","Santa Barbara","2015-2016","Sep",3048
"Swordfish","Santa Barbara","2015-2016","Sep",0
"Swordfish","Santa Barbara","2016-2017","Sep",4791
"Swordfish","Santa Barbara","2016-2017","Sep",0
"Swordfish","Santa Barbara","2017-2018","Sep",4041
"Swordfish","Santa Barbara","2018-2019","Sep",4258
"Swordfish","Los Angeles","1999-2000","Sep",37924
"Swordfish","Los Angeles","1999-2000","Sep",226665
"Swordfish","Los Angeles","1999-2000","Sep",0
"Swordfish","Los Angeles","2000-2001","Sep",27445
"Swordfish","Los Angeles","2000-2001","Sep",3407
"Swordfish","Los Angeles","2000-2001","Sep",0
"Swordfish","Los Angeles","2001-2002","Sep",50285
"Swordfish","Los Angeles","2001-2002","Sep",15743
"Swordfish","Los Angeles","2002-2003","Sep",29002
"Swordfish","Los Angeles","2002-2003","Sep",0
"Swordfish","Los Angeles","2003-2004","Sep",28189
"Swordfish","Los Angeles","2003-2004","Sep",0
"Swordfish","Los Angeles","2004-2005","Sep",8089
"Swordfish","Los Angeles","2005-2006","Sep",17397
"Swordfish","Los Angeles","2005-2006","Sep",0
"Swordfish","Los Angeles","2006-2007","Sep",8130
"Swordfish","Los Angeles","2007-2008","Sep",4444
"Swordfish","Los Angeles","2007-2008","Sep",0
"Swordfish","Los Angeles","2008-2009","Sep",14568
"Swordfish","Los Angeles","2008-2009","Sep",421
"Swordfish","Los Angeles","2009-2010","Sep",6450
"Swordfish","Los Angeles","2010-2011","Sep",2398
"Swordfish","Los Angeles","2010-2011","Sep",0
"Swordfish","Los Angeles","2011-2012","Sep",704
"Swordfish","Los Angeles","2011-2012","Sep",0
"Swordfish","Los Angeles","2012-2013","Sep",200
"Swordfish","Los Angeles","2012-2013","Sep",0
"Swordfish","Los Angeles","2013-2014","Sep",1753
"Swordfish","Los Angeles","2013-2014","Sep",0
"Swordfish","Los Angeles","2014-2015","Sep",686
"Swordfish","Los Angeles","2014-2015","Sep",0
"Swordfish","Los Angeles","2015-2016","Sep",5673
"Swordfish","Los Angeles","2015-2016","Sep",0
"Swordfish","Los Angeles","2016-2017","Sep",4722
"Swordfish","Los Angeles","2016-2017","Sep",0
"Swordfish","Los Angeles","2017-2018","Sep",12257
"Swordfish","Los Angeles","2017-2018","Sep",0
"Swordfish","Los Angeles","2017-2018","Sep",0
"Swordfish","Los Angeles","2018-2019","Sep",20438
"Swordfish","Los Angeles","2018-2019","Sep",0
"Swordfish","San Diego","1999-2000","Sep",42857
"Swordfish","San Diego","1999-2000","Sep",0
"Swordfish","San Diego","1999-2000","Sep",0
"Swordfish","San Diego","2000-2001","Sep",14855
"Swordfish","San Diego","2000-2001","Sep",0
"Swordfish","San Diego","2000-2001","Sep",0
"Swordfish","San Diego","2001-2002","Sep",33984
"Swordfish","San Diego","2002-2003","Sep",35529
"Swordfish","San Diego","2002-2003","Sep",2870
"Swordfish","San Diego","2003-2004","Sep",8160
"Swordfish","San Diego","2004-2005","Sep",4296
"Swordfish","San Diego","2004-2005","Sep",0
"Swordfish","San Diego","2005-2006","Sep",23949
"Swordfish","San Diego","2006-2007","Sep",9328
"Swordfish","San Diego","2007-2008","Sep",46134
"Swordfish","San Diego","2007-2008","Sep",0
"Swordfish","San Diego","2008-2009","Sep",11740
"Swordfish","San Diego","2009-2010","Sep",6567
"Swordfish","San Diego","2010-2011","Sep",1997
"Swordfish","San Diego","2010-2011","Sep",0
"Swordfish","San Diego","2011-2012","Sep",883
"Swordfish","San Diego","2012-2013","Sep",157
"Swordfish","San Diego","2013-2014","Sep",2084
"Swordfish","San Diego","2013-2014","Sep",624
"Swordfish","San Diego","2014-2015","Sep",1363
"Swordfish","San Diego","2014-2015","Sep",1219
"Swordfish","San Diego","2015-2016","Sep",11794
"Swordfish","San Diego","2015-2016","Sep",2481
"Swordfish","San Diego","2016-2017","Sep",8512
"Swordfish","San Diego","2016-2017","Sep",79
"Swordfish","San Diego","2017-2018","Sep",18684
"Swordfish","San Diego","2017-2018","Sep",333
"Swordfish","San Diego","2018-2019","Sep",22972
"Swordfish","San Diego","2018-2019","Sep",691
"Swordfish","San Diego","2018-2019","Sep",0
"Opah","Eureka","1999-2000","Sep",0
"Opah","Fort Bragg","1999-2000","Sep",0
"Opah","Fort Bragg","2001-2002","Sep",0
"Opah","Fort Bragg","2002-2003","Sep",0
"Opah","Fort Bragg","2004-2005","Sep",0
"Opah","Fort Bragg","2006-2007","Sep",0
"Opah","Fort Bragg","2012-2013","Sep",0
"Opah","Fort Bragg","2014-2015","Sep",0
"Opah","Fort Bragg","2014-2015","Sep",0
"Opah","Fort Bragg","2016-2017","Sep",14
"Opah","Bodega Bay","2004-2005","Sep",0
"Opah","San Francisco","1999-2000","Sep",0
"Opah","San Francisco","2000-2001","Sep",0
"Opah","San Francisco","2001-2002","Sep",76
"Opah","San Francisco","2002-2003","Sep",584
"Opah","San Francisco","2004-2005","Sep",0
"Opah","San Francisco","2005-2006","Sep",0
"Opah","San Francisco","2007-2008","Sep",0
"Opah","San Francisco","2008-2009","Sep",0
"Opah","San Francisco","2009-2010","Sep",0
"Opah","San Francisco","2010-2011","Sep",19993
"Opah","San Francisco","2010-2011","Sep",0
"Opah","San Francisco","2011-2012","Sep",0
"Opah","San Francisco","2011-2012","Sep",0
"Opah","San Francisco","2012-2013","Sep",0
"Opah","San Francisco","2012-2013","Sep",0
"Opah","San Francisco","2013-2014","Sep",8335
"Opah","San Francisco","2013-2014","Sep",0
"Opah","San Francisco","2014-2015","Sep",0
"Opah","San Francisco","2014-2015","Sep",0
"Opah","San Francisco","2015-2016","Sep",0
"Opah","San Francisco","2015-2016","Sep",15939
"Opah","San Francisco","2016-2017","Sep",0
"Opah","San Francisco","2016-2017","Sep",0
"Opah","San Francisco","2016-2017","Sep",44798
"Opah","San Francisco","2017-2018","Sep",8
"Opah","San Francisco","2017-2018","Sep",0
"Opah","San Francisco","2017-2018","Sep",0
"Opah","San Francisco","2018-2019","Sep",0
"Opah","San Francisco","2018-2019","Sep",0
"Opah","Monterey","1999-2000","Sep",150
"Opah","Monterey","2000-2001","Sep",112
"Opah","Monterey","2001-2002","Sep",0
"Opah","Monterey","2002-2003","Sep",129
"Opah","Monterey","2003-2004","Sep",0
"Opah","Monterey","2004-2005","Sep",0
"Opah","Monterey","2005-2006","Sep",0
"Opah","Monterey","2006-2007","Sep",26
"Opah","Monterey","2007-2008","Sep",0
"Opah","Monterey","2007-2008","Sep",0
"Opah","Monterey","2008-2009","Sep",0
"Opah","Monterey","2009-2010","Sep",0
"Opah","Monterey","2011-2012","Sep",0
"Opah","Monterey","2013-2014","Sep",0
"Opah","Monterey","2014-2015","Sep",0
"Opah","Monterey","2016-2017","Sep",60
"Opah","Monterey","2018-2019","Sep",0
"Opah","Morro Bay","1999-2000","Sep",817
"Opah","Morro Bay","2000-2001","Sep",526
"Opah","Morro Bay","2001-2002","Sep",0
"Opah","Morro Bay","2002-2003","Sep",44
"Opah","Morro Bay","2003-2004","Sep",0
"Opah","Morro Bay","2004-2005","Sep",987
"Opah","Morro Bay","2005-2006","Sep",0
"Opah","Morro Bay","2006-2007","Sep",456
"Opah","Morro Bay","2007-2008","Sep",895
"Opah","Morro Bay","2008-2009","Sep",4333
"Opah","Morro Bay","2009-2010","Sep",1244
"Opah","Morro Bay","2010-2011","Sep",4259
"Opah","Morro Bay","2011-2012","Sep",2839
"Opah","Morro Bay","2012-2013","Sep",1561
"Opah","Morro Bay","2013-2014","Sep",731
"Opah","Morro Bay","2014-2015","Sep",0
"Opah","Morro Bay","2015-2016","Sep",0
"Opah","Morro Bay","2016-2017","Sep",7837
"Opah","Morro Bay","2017-2018","Sep",0
"Opah","Morro Bay","2018-2019","Sep",1307
"Opah","Santa Barbara","1999-2000","Sep",50
"Opah","Santa Barbara","2000-2001","Sep",0
"Opah","Santa Barbara","2000-2001","Sep",0
"Opah","Santa Barbara","2001-2002","Sep",0
"Opah","Santa Barbara","2001-2002","Sep",0
"Opah","Santa Barbara","2002-2003","Sep",425
"Opah","Santa Barbara","2002-2003","Sep",0
"Opah","Santa Barbara","2003-2004","Sep",0
"Opah","Santa Barbara","2003-2004","Sep",0
"Opah","Santa Barbara","2004-2005","Sep",0
"Opah","Santa Barbara","2004-2005","Sep",0
"Opah","Santa Barbara","2005-2006","Sep",0
"Opah","Santa Barbara","2005-2006","Sep",0
"Opah","Santa Barbara","2005-2006","Sep",0
"Opah","Santa Barbara","2006-2007","Sep",1789
"Opah","Santa Barbara","2006-2007","Sep",0
"Opah","Santa Barbara","2006-2007","Sep",0
"Opah","Santa Barbara","2007-2008","Sep",243
"Opah","Santa Barbara","2007-2008","Sep",0
"Opah","Santa Barbara","2007-2008","Sep",0
"Opah","Santa Barbara","2008-2009","Sep",182
"Opah","Santa Barbara","2008-2009","Sep",0
"Opah","Santa Barbara","2009-2010","Sep",12
"Opah","Santa Barbara","2009-2010","Sep",0
"Opah","Santa Barbara","2009-2010","Sep",0
"Opah","Santa Barbara","2010-2011","Sep",0
"Opah","Santa Barbara","2010-2011","Sep",0
"Opah","Santa Barbara","2011-2012","Sep",285
"Opah","Santa Barbara","2011-2012","Sep",0
"Opah","Santa Barbara","2012-2013","Sep",0
"Opah","Santa Barbara","2012-2013","Sep",0
"Opah","Santa Barbara","2013-2014","Sep",0
"Opah","Santa Barbara","2013-2014","Sep",0
"Opah","Santa Barbara","2014-2015","Sep",0
"Opah","Santa Barbara","2014-2015","Sep",0
"Opah","Santa Barbara","2015-2016","Sep",594
"Opah","Santa Barbara","2015-2016","Sep",0
"Opah","Santa Barbara","2016-2017","Sep",119
"Opah","Santa Barbara","2016-2017","Sep",0
"Opah","Santa Barbara","2017-2018","Sep",0
"Opah","Santa Barbara","2018-2019","Sep",0
"Opah","Los Angeles","1999-2000","Sep",1018
"Opah","Los Angeles","1999-2000","Sep",3618
"Opah","Los Angeles","2000-2001","Sep",1405
"Opah","Los Angeles","2000-2001","Sep",0
"Opah","Los Angeles","2001-2002","Sep",157
"Opah","Los Angeles","2002-2003","Sep",1975
"Opah","Los Angeles","2002-2003","Sep",0
"Opah","Los Angeles","2003-2004","Sep",0
"Opah","Los Angeles","2003-2004","Sep",0
"Opah","Los Angeles","2004-2005","Sep",0
"Opah","Los Angeles","2005-2006","Sep",128
"Opah","Los Angeles","2006-2007","Sep",0
"Opah","Los Angeles","2007-2008","Sep",0
"Opah","Los Angeles","2007-2008","Sep",0
"Opah","Los Angeles","2008-2009","Sep",0
"Opah","Los Angeles","2009-2010","Sep",80
"Opah","Los Angeles","2010-2011","Sep",0
"Opah","Los Angeles","2011-2012","Sep",0
"Opah","Los Angeles","2012-2013","Sep",324
"Opah","Los Angeles","2012-2013","Sep",0
"Opah","Los Angeles","2013-2014","Sep",0
"Opah","Los Angeles","2013-2014","Sep",0
"Opah","Los Angeles","2014-2015","Sep",12864
"Opah","Los Angeles","2014-2015","Sep",0
"Opah","Los Angeles","2015-2016","Sep",2057
"Opah","Los Angeles","2015-2016","Sep",5971
"Opah","Los Angeles","2016-2017","Sep",0
"Opah","Los Angeles","2016-2017","Sep",5173
"Opah","Los Angeles","2017-2018","Sep",0
"Opah","Los Angeles","2017-2018","Sep",0
"Opah","Los Angeles","2017-2018","Sep",0
"Opah","Los Angeles","2018-2019","Sep",4948
"Opah","Los Angeles","2018-2019","Sep",3203
"Opah","Los Angeles","2018-2019","Sep",0
"Opah","San Diego","1999-2000","Sep",10810
"Opah","San Diego","1999-2000","Sep",0
"Opah","San Diego","1999-2000","Sep",0
"Opah","San Diego","2000-2001","Sep",2176
"Opah","San Diego","2001-2002","Sep",5146
"Opah","San Diego","2002-2003","Sep",7706
"Opah","San Diego","2002-2003","Sep",171
"Opah","San Diego","2003-2004","Sep",2789
"Opah","San Diego","2004-2005","Sep",1565
"Opah","San Diego","2004-2005","Sep",0
"Opah","San Diego","2005-2006","Sep",21029
"Opah","San Diego","2006-2007","Sep",3756
"Opah","San Diego","2007-2008","Sep",11847
"Opah","San Diego","2008-2009","Sep",5613
"Opah","San Diego","2009-2010","Sep",8302
"Opah","San Diego","2010-2011","Sep",2827
"Opah","San Diego","2011-2012","Sep",2150
"Opah","San Diego","2012-2013","Sep",527
"Opah","San Diego","2013-2014","Sep",702
"Opah","San Diego","2013-2014","Sep",37515
"Opah","San Diego","2014-2015","Sep",250
"Opah","San Diego","2014-2015","Sep",67527
"Opah","San Diego","2015-2016","Sep",210
"Opah","San Diego","2015-2016","Sep",17065
"Opah","San Diego","2016-2017","Sep",0
"Opah","San Diego","2016-2017","Sep",18740
"Opah","San Diego","2016-2017","Sep",3857
"Opah","San Diego","2017-2018","Sep",0
"Opah","San Diego","2017-2018","Sep",59010
"Opah","San Diego","2018-2019","Sep",238
"Opah","San Diego","2018-2019","Sep",58962
"Opah","San Diego","2018-2019","Sep",0
"Herring Roe","Bodega Bay","1999-2000","Sep",0
"Herring Roe","Bodega Bay","2000-2001","Sep",0
"Herring Roe","Bodega Bay","2001-2002","Sep",0
